category,transform,image_path,defect_type,label,anomaly_score
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\003.png,contamination,1,0.8135133981704712
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\004.png,contamination,1,0.8494086265563965
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\005.png,contamination,1,0.9048141837120056
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\006.png,contamination,1,0.887567937374115
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\007.png,contamination,1,0.9234890341758728
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\008.png,contamination,1,0.9220499396324158
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\009.png,contamination,1,0.8806107640266418
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\010.png,contamination,1,0.9077430963516235
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\011.png,contamination,1,0.8734655380249023
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\012.png,contamination,1,0.7411500811576843
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\013.png,contamination,1,0.9281873106956482
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\014.png,contamination,1,0.9046875238418579
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\015.png,contamination,1,0.8648431897163391
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\016.png,contamination,1,0.8040878176689148
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\017.png,contamination,1,0.9308390617370605
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\018.png,contamination,1,0.8925800323486328
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\019.png,contamination,1,0.8679551482200623
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\020.png,contamination,1,0.7838618159294128
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\000.png,good,0,0.664207398891449
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\001.png,good,0,0.6917422413825989
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\002.png,good,0,0.7174509763717651
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\003.png,good,0,0.5713794827461243
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\004.png,good,0,0.6037337183952332
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\005.png,good,0,0.6479463577270508
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\006.png,good,0,0.7210747599601746
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\007.png,good,0,0.6403215527534485
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\008.png,good,0,0.6647116541862488
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\009.png,good,0,0.711453378200531
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\010.png,good,0,0.6641339659690857
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\011.png,good,0,0.6178499460220337
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\012.png,good,0,0.6386526226997375
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\013.png,good,0,0.6229779124259949
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\014.png,good,0,0.6277182698249817
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\015.png,good,0,0.7424814105033875
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\016.png,good,0,0.6807654500007629
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\017.png,good,0,0.6352468132972717
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\018.png,good,0,0.6441339254379272
bottle,clean,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\019.png,good,0,0.6875457167625427
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\000.png,broken_large,1,0.9412752389907837
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\001.png,broken_large,1,0.9429643750190735
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\002.png,broken_large,1,0.9303657412528992
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\003.png,broken_large,1,0.9163684844970703
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\004.png,broken_large,1,0.9350385665893555
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\005.png,broken_large,1,0.9166456460952759
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\006.png,broken_large,1,0.9187700152397156
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\007.png,broken_large,1,0.9197649359703064
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\008.png,broken_large,1,0.9115333557128906
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\009.png,broken_large,1,0.9041246771812439
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\010.png,broken_large,1,0.9422216415405273
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\011.png,broken_large,1,0.8845276832580566
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\012.png,broken_large,1,0.917580246925354
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\013.png,broken_large,1,0.9182487726211548
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\014.png,broken_large,1,0.9203850030899048
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\015.png,broken_large,1,0.9322081804275513
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\016.png,broken_large,1,0.929377019405365
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\017.png,broken_large,1,0.9247533679008484
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\018.png,broken_large,1,0.9417968988418579
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\019.png,broken_large,1,0.9118425250053406
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\000.png,broken_small,1,0.8276293873786926
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\001.png,broken_small,1,0.918441891670227
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\002.png,broken_small,1,0.9049534797668457
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\003.png,broken_small,1,0.9152178168296814
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\004.png,broken_small,1,0.9225010871887207
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\005.png,broken_small,1,0.8929129838943481
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\006.png,broken_small,1,0.9036782383918762
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\007.png,broken_small,1,0.8589787483215332
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\008.png,broken_small,1,0.8814932107925415
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\009.png,broken_small,1,0.9140996932983398
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\010.png,broken_small,1,0.9079700708389282
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\011.png,broken_small,1,0.8731933832168579
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\012.png,broken_small,1,0.9198352694511414
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\013.png,broken_small,1,0.8605063557624817
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\014.png,broken_small,1,0.8706494569778442
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\015.png,broken_small,1,0.8599724173545837
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\016.png,broken_small,1,0.8619853854179382
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\017.png,broken_small,1,0.9433487057685852
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\018.png,broken_small,1,0.9547978639602661
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\019.png,broken_small,1,0.8981115221977234
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\020.png,broken_small,1,0.9135562777519226
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\021.png,broken_small,1,0.9096227884292603
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\000.png,contamination,1,0.863408088684082
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\001.png,contamination,1,0.8059226870536804
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\002.png,contamination,1,0.7884699106216431
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\003.png,contamination,1,0.8261739611625671
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\004.png,contamination,1,0.8484299778938293
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\005.png,contamination,1,0.9049835205078125
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\006.png,contamination,1,0.8787393569946289
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\007.png,contamination,1,0.9188823699951172
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\008.png,contamination,1,0.909580647945404
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\009.png,contamination,1,0.8725671768188477
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\010.png,contamination,1,0.8985998034477234
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\011.png,contamination,1,0.8667797446250916
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\012.png,contamination,1,0.7229239344596863
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\013.png,contamination,1,0.9310421347618103
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\014.png,contamination,1,0.9028993844985962
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\015.png,contamination,1,0.8638419508934021
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\016.png,contamination,1,0.7956531643867493
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\017.png,contamination,1,0.9312974810600281
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\018.png,contamination,1,0.8924930691719055
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\019.png,contamination,1,0.8605802655220032
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\contamination\020.png,contamination,1,0.7663568258285522
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\000.png,good,0,0.6519170999526978
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\001.png,good,0,0.6874057650566101
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\002.png,good,0,0.7072983980178833
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\003.png,good,0,0.5476886630058289
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\004.png,good,0,0.6038163304328918
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\005.png,good,0,0.6509351134300232
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\006.png,good,0,0.718621551990509
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\007.png,good,0,0.636178195476532
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\008.png,good,0,0.6571766138076782
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\009.png,good,0,0.6995919346809387
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\010.png,good,0,0.6577305197715759
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\011.png,good,0,0.6099461913108826
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\012.png,good,0,0.6321689486503601
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\013.png,good,0,0.6194363832473755
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\014.png,good,0,0.6219470500946045
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\015.png,good,0,0.7318985462188721
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\016.png,good,0,0.6851409673690796
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\017.png,good,0,0.6368133425712585
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\018.png,good,0,0.6328541040420532
bottle,brightness_down,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\good\019.png,good,0,0.6768240928649902
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\000.png,broken_large,1,0.9502748847007751
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\001.png,broken_large,1,0.9415797591209412
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\002.png,broken_large,1,0.9245634078979492
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\003.png,broken_large,1,0.9240471124649048
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\004.png,broken_large,1,0.9349763989448547
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\005.png,broken_large,1,0.9141964316368103
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\006.png,broken_large,1,0.9240602850914001
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\007.png,broken_large,1,0.9259971976280212
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\008.png,broken_large,1,0.9194822311401367
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\009.png,broken_large,1,0.9113469123840332
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\010.png,broken_large,1,0.9447145462036133
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\011.png,broken_large,1,0.8973920941352844
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\012.png,broken_large,1,0.9226313829421997
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\013.png,broken_large,1,0.9334680438041687
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\014.png,broken_large,1,0.9180275797843933
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\015.png,broken_large,1,0.9321295619010925
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\016.png,broken_large,1,0.9365561604499817
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\017.png,broken_large,1,0.9160236716270447
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\018.png,broken_large,1,0.9423697590827942
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_large\019.png,broken_large,1,0.9138806462287903
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\000.png,broken_small,1,0.8197728991508484
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\001.png,broken_small,1,0.9106213450431824
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\002.png,broken_small,1,0.9076566696166992
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\003.png,broken_small,1,0.9171892404556274
bottle,brightness_up,D:\PROJECTS\ANOMALY DETECTION\data\raw\mvtec_ad\bottle\test\broken_small\004.png,broken_small,1,0.917432963848114
